_id,Month,Hospital,TotalOperations,TotalOperationsQF,TotalCancelled,TotalCancelledQF,CancelledByPatientReason,CancelledByPatientReasonQF,ClinicalReason,ClinicalReasonQF,NonClinicalCapacityReason,NonClinicalCapacityReasonQF,OtherReason,OtherReasonQF
3794,201912,Y177C,132,"",8,"",3,"",5,"",0,"",0,""
3795,202001,Y177C,157,"",13,"",1,"",7,"",5,"",0,""
3796,202002,Y177C,199,"",14,"",3,"",8,"",1,"",2,""
3797,202003,Y177C,89,"",8,"",1,"",7,"",0,"",0,""
3798,202005,Y177C,4,"",0,"",0,"",0,"",0,"",0,""
3799,202006,Y177C,22,"",1,"",0,"",0,"",1,"",0,""
3800,202007,Y177C,100,"",10,"",0,"",5,"",5,"",0,""
3801,202008,Y177C,125,"",3,"",1,"",2,"",0,"",0,""
3802,202009,Y177C,115,"",6,"",1,"",4,"",1,"",0,""
3803,202010,Y177C,94,"",8,"",0,"",6,"",1,"",1,""
3804,202011,Y177C,114,"",6,"",0,"",6,"",0,"",0,""
3805,202012,Y177C,124,"",3,"",0,"",3,"",0,"",0,""
3806,202101,Y177C,28,"",2,"",2,"",0,"",0,"",0,""
3807,202102,Y177C,40,"",3,"",0,"",3,"",0,"",0,""
3808,202103,Y177C,191,"",12,"",2,"",6,"",4,"",0,""
3809,202104,Y177C,161,"",7,"",0,"",5,"",2,"",0,""
3810,202105,Y177C,193,"",4,"",0,"",3,"",0,"",1,""
3811,202106,Y177C,228,"",10,"",3,"",6,"",1,"",0,""
3812,202107,Y177C,205,"",9,"",2,"",4,"",3,"",0,""
3813,202108,Y177C,260,"",15,"",3,"",12,"",0,"",0,""
3814,202109,Y177C,223,"",14,"",5,"",8,"",1,"",0,""
3815,202110,Y177C,253,"",18,"",5,"",13,"",0,"",0,""
3816,202111,Y177C,123,"",8,"",0,"",7,"",1,"",0,""
3817,202112,Y177C,114,"",8,"",0,"",6,"",1,"",1,""
3818,202201,Y177C,156,"",15,"",3,"",11,"",1,"",0,""
3819,202202,Y177C,192,"",10,"",2,"",8,"",0,"",0,""
3820,202203,Y177C,253,"",23,"",1,"",19,"",3,"",0,""
3821,202204,Y177C,237,"",20,"",4,"",12,"",2,"",2,""
3822,202205,Y177C,223,"",14,"",5,"",9,"",0,"",0,""
3823,202206,Y177C,224,"",11,"",1,"",9,"",1,"",0,""
3824,202207,Y177C,214,"",17,"",4,"",13,"",0,"",0,""
3825,202208,Y177C,212,"",16,"",1,"",14,"",0,"",1,""
3826,202209,Y177C,91,"",10,"",0,"",10,"",0,"",0,""
3827,202210,Y177C,83,"",2,"",0,"",2,"",0,"",0,""
3828,202211,Y177C,136,"",8,"",1,"",6,"",0,"",1,""
3829,202212,Y177C,138,"",5,"",0,"",5,"",0,"",0,""
3830,201505,Z102H,163,"",8,"",5,"",2,"",1,"",0,""
3831,201506,Z102H,154,"",8,"",3,"",2,"",3,"",0,""
3832,201507,Z102H,166,"",20,"",7,"",4,"",9,"",0,""
3833,201508,Z102H,172,"",11,"",5,"",6,"",0,"",0,""
3834,201509,Z102H,170,"",7,"",6,"",1,"",0,"",0,""
3835,201510,Z102H,148,"",8,"",3,"",3,"",2,"",0,""
3836,201511,Z102H,160,"",4,"",3,"",1,"",0,"",0,""
3837,201512,Z102H,143,"",7,"",3,"",2,"",2,"",0,""
3838,201601,Z102H,151,"",11,"",9,"",1,"",1,"",0,""
3839,201602,Z102H,145,"",8,"",5,"",0,"",3,"",0,""
3840,201603,Z102H,164,"",7,"",5,"",2,"",0,"",0,""
3841,201604,Z102H,185,"",12,"",5,"",5,"",2,"",0,""
3842,201605,Z102H,180,"",7,"",6,"",1,"",0,"",0,""
3843,201606,Z102H,161,"",7,"",6,"",1,"",0,"",0,""
3844,201607,Z102H,153,"",10,"",6,"",4,"",0,"",0,""
3845,201608,Z102H,200,"",12,"",2,"",2,"",8,"",0,""
3846,201609,Z102H,162,"",10,"",7,"",3,"",0,"",0,""
3847,201610,Z102H,132,"",11,"",6,"",3,"",2,"",0,""
3848,201611,Z102H,196,"",18,"",8,"",4,"",6,"",0,""
3849,201612,Z102H,155,"",10,"",7,"",1,"",2,"",0,""
3850,201701,Z102H,200,"",22,"",9,"",2,"",11,"",0,""
3851,201702,Z102H,175,"",9,"",5,"",4,"",0,"",0,""
3852,201703,Z102H,187,"",9,"",4,"",5,"",0,"",0,""
3853,201704,Z102H,145,"",4,"",3,"",1,"",0,"",0,""
3854,201705,Z102H,207,"",17,"",7,"",5,"",5,"",0,""
3855,201706,Z102H,186,"",11,"",6,"",1,"",4,"",0,""
3856,201707,Z102H,157,"",11,"",6,"",1,"",4,"",0,""
3857,201708,Z102H,206,"",14,"",5,"",5,"",4,"",0,""
3858,201709,Z102H,171,"",12,"",5,"",2,"",5,"",0,""
3859,201710,Z102H,182,"",17,"",3,"",5,"",9,"",0,""
3860,201711,Z102H,195,"",13,"",8,"",4,"",1,"",0,""
3861,201712,Z102H,135,"",7,"",4,"",2,"",1,"",0,""
3862,201801,Z102H,139,"",7,"",4,"",3,"",0,"",0,""
3863,201802,Z102H,159,"",9,"",8,"",1,"",0,"",0,""
3864,201803,Z102H,170,"",15,"",5,"",7,"",3,"",0,""
3865,201804,Z102H,169,"",6,"",4,"",2,"",0,"",0,""
3866,201805,Z102H,199,"",5,"",3,"",2,"",0,"",0,""
3867,201806,Z102H,210,"",11,"",7,"",4,"",0,"",0,""
3868,201807,Z102H,156,"",7,"",5,"",2,"",0,"",0,""
3869,201808,Z102H,215,"",11,"",4,"",6,"",1,"",0,""
3870,201809,Z102H,176,"",11,"",4,"",5,"",2,"",0,""
3871,201810,Z102H,177,"",9,"",4,"",2,"",3,"",0,""
3872,201811,Z102H,204,"",9,"",9,"",0,"",0,"",0,""
3873,201812,Z102H,161,"",14,"",6,"",8,"",0,"",0,""
3874,201901,Z102H,178,"",12,"",6,"",6,"",0,"",0,""
3875,201902,Z102H,192,"",11,"",6,"",4,"",1,"",0,""
3876,201903,Z102H,197,"",14,"",8,"",4,"",2,"",0,""
3877,201904,Z102H,171,"",4,"",3,"",1,"",0,"",0,""
3878,201905,Z102H,210,"",19,"",11,"",7,"",1,"",0,""
3879,201906,Z102H,165,"",6,"",3,"",3,"",0,"",0,""
3880,201907,Z102H,160,"",10,"",6,"",4,"",0,"",0,""
3881,201908,Z102H,171,"",20,"",6,"",7,"",2,"",5,""
3882,201909,Z102H,169,"",34,"",6,"",3,"",25,"",0,""
3883,201910,Z102H,178,"",15,"",10,"",5,"",0,"",0,""
3884,201911,Z102H,198,"",12,"",5,"",6,"",1,"",0,""
3885,201912,Z102H,119,"",6,"",5,"",1,"",0,"",0,""
3886,202001,Z102H,195,"",9,"",4,"",3,"",1,"",1,""
3887,202002,Z102H,190,"",19,"",8,"",11,"",0,"",0,""
3888,202003,Z102H,102,"",13,"",6,"",7,"",0,"",0,""
3889,202004,Z102H,4,"",0,"",0,"",0,"",0,"",0,""
3890,202005,Z102H,14,"",0,"",0,"",0,"",0,"",0,""
3891,202006,Z102H,69,"",1,"",0,"",1,"",0,"",0,""
3892,202007,Z102H,93,"",1,"",1,"",0,"",0,"",0,""
3893,202008,Z102H,98,"",2,"",0,"",2,"",0,"",0,""
3894,202009,Z102H,105,"",3,"",0,"",3,"",0,"",0,""
3895,202010,Z102H,109,"",2,"",0,"",1,"",1,"",0,""
3896,202011,Z102H,142,"",8,"",3,"",5,"",0,"",0,""
3897,202012,Z102H,117,"",4,"",0,"",3,"",1,"",0,""
3898,202101,Z102H,108,"",3,"",0,"",2,"",0,"",1,""
3899,202102,Z102H,135,"",5,"",3,"",2,"",0,"",0,""
3900,202103,Z102H,206,"",6,"",1,"",5,"",0,"",0,""
3901,202104,Z102H,151,"",11,"",3,"",1,"",7,"",0,""
3902,202105,Z102H,185,"",2,"",1,"",1,"",0,"",0,""
3903,202106,Z102H,148,"",8,"",3,"",5,"",0,"",0,""
3904,202107,Z102H,118,"",10,"",5,"",1,"",4,"",0,""
3905,202108,Z102H,122,"",7,"",2,"",5,"",0,"",0,""
3906,202109,Z102H,137,"",7,"",1,"",6,"",0,"",0,""
3907,202110,Z102H,159,"",8,"",3,"",4,"",1,"",0,""
3908,202111,Z102H,178,"",6,"",2,"",2,"",2,"",0,""
3909,202112,Z102H,103,"",6,"",4,"",2,"",0,"",0,""
3910,202201,Z102H,283,"",12,"",5,"",4,"",3,"",0,""
3911,202202,Z102H,195,"",13,"",4,"",9,"",0,"",0,""
3912,202203,Z102H,244,"",14,"",1,"",9,"",3,"",1,""
3913,202204,Z102H,153,"",7,"",5,"",1,"",0,"",1,""
3914,202205,Z102H,185,"",14,"",5,"",7,"",2,"",0,""
3915,202206,Z102H,142,"",15,"",6,"",3,"",6,"",0,""
3916,202207,Z102H,126,"",13,"",8,"",2,"",3,"",0,""
3917,202208,Z102H,210,"",5,"",5,"",0,"",0,"",0,""
3918,202209,Z102H,227,"",9,"",5,"",3,"",1,"",0,""
3919,202210,Z102H,208,"",14,"",6,"",5,"",3,"",0,""
3920,202211,Z102H,189,"",11,"",7,"",4,"",0,"",0,""
3921,202212,Z102H,144,"",9,"",5,"",2,"",0,"",2,""
3922,202301,D102H,2047,"",121,"",45,"",34,"",42,"",0,""
3923,202301,A111H,497,"",59,"",13,"",32,"",14,"",0,""
3924,202301,A210H,738,"",78,"",22,"",40,"",16,"",0,""
3925,202301,B120H,160,"",17,"",4,"",1,"",12,"",0,""
3926,202301,Y144H,161,"",13,"",9,"",4,"",0,"",0,""
3927,202301,Y146H,1000,"",119,"",38,"",41,"",35,"",2,""
3928,202301,Y177C,182,"",11,"",2,"",9,"",0,"",0,""
3929,202301,F704H,507,"",84,"",7,"",21,"",56,"",0,""
3930,202301,F805H,688,"",35,"",18,"",12,"",5,"",0,""
3931,202301,V217H,823,"",73,"",31,"",19,"",20,"",3,""
3932,202301,N101H,976,"",136,"",27,"",60,"",45,"",4,""
3933,202301,N102H,265,"",19,"",5,"",6,"",6,"",2,""
3934,202301,N121H,231,"",21,"",10,"",5,"",4,"",2,""
3935,202301,N161H,12,"",0,"",0,"",0,"",0,"",0,""
3936,202301,N411H,374,"",32,"",13,"",9,"",10,"",0,""
3937,202301,C206H,350,"",36,"",20,"",15,"",0,"",1,""
3938,202301,C313H,293,"",27,"",14,"",11,"",2,"",0,""
3939,202301,C418H,536,"",52,"",33,"",17,"",1,"",1,""
3940,202301,G107H,455,"",16,"",4,"",6,"",6,"",0,""
3941,202301,G207H,566,"",40,"",21,"",15,"",4,"",0,""
3942,202301,G306H,644,"",57,"",30,"",14,"",12,"",1,""
3943,202301,G405H,619,"",43,"",6,"",16,"",21,"",0,""
3944,202301,G513H,482,"",39,"",9,"",19,"",11,"",0,""
3945,202301,G516H,606,"",39,"",12,"",20,"",7,"",0,""
3946,202301,C121H,48,"",6,"",6,"",0,"",0,"",0,""
3947,202301,H103H,50,"",7,"",3,"",0,"",2,"",2,""
3948,202301,H202H,595,"",67,"",18,"",33,"",14,"",2,""
3949,202301,H212H,51,"",12,"",0,"",4,"",7,"",1,""
3950,202301,L106H,524,"",90,"",70,"",16,"",3,"",1,""
3951,202301,L302H,601,"",44,"",32,"",8,"",4,"",0,""
3952,202301,L308H,277,"",21,"",5,"",8,"",6,"",2,""
3953,202301,R103H,273,"",31,"",9,"",4,"",15,"",3,""
3954,202301,Z102H,158,"",7,"",2,"",5,"",0,"",0,""
3955,202301,T101H,838,"",53,"",16,"",19,"",17,"",1,""
3956,202301,T202H,313,"",30,"",2,"",6,"",22,"",0,""
3957,202301,T312H,499,"",41,"",17,"",19,"",0,"",5,""
3958,202301,W107H,100,"",9,"",2,"",4,"",1,"",2,""
3959,202302,D102H,1981,"",105,"",51,"",23,"",31,"",0,""
3960,202302,A111H,491,"",52,"",18,"",26,"",8,"",0,""
3961,202302,A210H,725,"",93,"",16,"",56,"",20,"",1,""
3962,202302,B120H,197,"",9,"",4,"",2,"",3,"",0,""
3963,202302,Y144H,142,"",10,"",3,"",5,"",2,"",0,""
3964,202302,Y146H,960,"",81,"",33,"",34,"",10,"",4,""
3965,202302,Y177C,116,"",5,"",1,"",2,"",2,"",0,""
3966,202302,F704H,513,"",57,"",12,"",21,"",24,"",0,""
3967,202302,F805H,710,"",54,"",21,"",24,"",9,"",0,""
3968,202302,V217H,865,"",77,"",31,"",22,"",20,"",4,""
3969,202302,N101H,1029,"",102,"",32,"",41,"",22,"",7,""
3970,202302,N102H,299,"",18,"",7,"",7,"",4,"",0,""
3971,202302,N121H,230,"",37,"",12,"",16,"",9,"",0,""
3972,202302,N161H,10,"",0,"",0,"",0,"",0,"",0,""
3973,202302,N411H,434,"",39,"",18,"",19,"",1,"",1,""
3974,202302,C206H,314,"",26,"",9,"",9,"",7,"",1,""
3975,202302,C313H,323,"",41,"",13,"",13,"",5,"",10,""
3976,202302,C418H,389,"",13,"",5,"",7,"",1,"",0,""
3977,202302,G107H,614,"",45,"",8,"",17,"",20,"",0,""
3978,202302,G207H,500,"",34,"",15,"",19,"",0,"",0,""
3979,202302,G306H,545,"",55,"",18,"",19,"",17,"",1,""
3980,202302,G405H,755,"",46,"",4,"",19,"",21,"",2,""
3981,202302,G513H,561,"",73,"",10,"",22,"",41,"",0,""
3982,202302,G516H,608,"",58,"",18,"",18,"",17,"",5,""
3983,202302,C121H,74,"",16,"",6,"",2,"",8,"",0,""
3984,202302,H103H,62,"",4,"",0,"",2,"",2,"",0,""
3985,202302,H202H,727,"",62,"",25,"",28,"",9,"",0,""
3986,202302,H212H,44,"",9,"",5,"",4,"",0,"",0,""
3987,202302,L106H,564,"",62,"",36,"",15,"",7,"",4,""
3988,202302,L302H,855,"",55,"",28,"",23,"",4,"",0,""
3989,202302,L308H,314,"",21,"",7,"",6,"",6,"",2,""
3990,202302,R103H,253,"",26,"",19,"",1,"",3,"",3,""
3991,202302,Z102H,136,"",25,"",4,"",3,"",18,"",0,""
3992,202302,T101H,829,"",60,"",15,"",24,"",13,"",8,""
3993,202302,T202H,334,"",23,"",7,"",12,"",3,"",1,""
3994,202302,T312H,463,"",26,"",12,"",12,"",1,"",1,""
3995,202302,W107H,103,"",6,"",1,"",3,"",1,"",1,""
3996,202303,D102H,2440,"",152,"",60,"",61,"",31,"",0,""
3997,202303,A111H,595,"",51,"",16,"",30,"",5,"",0,""
3998,202303,A210H,872,"",86,"",16,"",44,"",26,"",0,""
3999,202303,B120H,272,"",26,"",3,"",4,"",19,"",0,""
4000,202303,Y144H,107,"",12,"",5,"",7,"",0,"",0,""
4001,202303,Y146H,1034,"",99,"",44,"",36,"",16,"",3,""
4002,202303,Y177C,127,"",9,"",1,"",4,"",4,"",0,""
4003,202303,F704H,542,"",52,"",5,"",19,"",28,"",0,""
4004,202303,F805H,770,"",50,"",20,"",22,"",8,"",0,""
4005,202303,V217H,970,"",76,"",29,"",32,"",12,"",3,""
4006,202303,N101H,1522,"",180,"",63,"",59,"",47,"",11,""
4007,202303,N102H,344,"",21,"",2,"",9,"",9,"",1,""
4008,202303,N121H,292,"",26,"",11,"",9,"",5,"",1,""
4009,202303,N161H,11,"",0,"",0,"",0,"",0,"",0,""
4010,202303,N411H,451,"",34,"",22,"",3,"",3,"",6,""
4011,202303,C206H,344,"",25,"",10,"",15,"",0,"",0,""
4012,202303,C313H,402,"",43,"",15,"",15,"",4,"",9,""
4013,202303,C418H,537,"",29,"",13,"",13,"",1,"",2,""
4014,202303,G107H,738,"",61,"",12,"",19,"",26,"",4,""
4015,202303,G207H,580,"",50,"",17,"",29,"",4,"",0,""
4016,202303,G306H,673,"",57,"",29,"",24,"",3,"",1,""
4017,202303,G405H,833,"",65,"",11,"",24,"",30,"",0,""
4018,202303,G513H,721,"",73,"",12,"",25,"",36,"",0,""
4019,202303,G516H,716,"",35,"",9,"",22,"",4,"",0,""
4020,202303,C121H,70,"",8,"",4,"",3,"",1,"",0,""
4021,202303,H103H,53,"",30,"",2,"",1,"",27,"",0,""
4022,202303,H202H,770,"",66,"",15,"",34,"",15,"",2,""
4023,202303,H212H,62,"",7,"",2,"",4,"",1,"",0,""
4024,202303,L106H,585,"",70,"",47,"",14,"",8,"",1,""
4025,202303,L302H,879,"",71,"",33,"",17,"",21,"",0,""
4026,202303,L308H,366,"",35,"",7,"",13,"",12,"",3,""
4027,202303,R103H,294,"",24,"",7,"",5,"",3,"",9,""
4028,202303,Z102H,191,"",14,"",5,"",4,"",4,"",1,""
4029,202303,T101H,1176,"",56,"",30,"",19,"",2,"",5,""
4030,202303,T202H,402,"",24,"",7,"",15,"",0,"",2,""
4031,202303,T312H,508,"",38,"",8,"",20,"",4,"",6,""
4032,202303,W107H,101,"",4,"",1,"",2,"",1,"",0,""
4033,202210,S116H,1005,"",167,"",78,"",40,"",23,"",26,""
4034,202210,S308H,711,"",85,"",36,"",21,"",28,"",0,""
4035,202210,S314H,1046,"",76,"",15,"",33,"",24,"",4,""
4036,202210,S316H,311,"",34,"",22,"",5,"",6,"",1,""
4037,202210,S319H,362,"",67,"",22,"",19,"",26,"",0,""
4038,202304,D102H,2029,"",135,"",67,"",38,"",30,"",0,""
4039,202304,A111H,489,"",42,"",22,"",18,"",2,"",0,""
4040,202304,A210H,725,"",80,"",25,"",42,"",11,"",2,""
4041,202304,B120H,245,"",22,"",8,"",5,"",9,"",0,""
4042,202304,Y144H,123,"",10,"",2,"",8,"",0,"",0,""
4043,202304,Y146H,809,"",72,"",27,"",24,"",19,"",2,""
4044,202304,Y177C,167,"",11,"",1,"",8,"",2,"",0,""
4045,202304,F704H,355,"",35,"",5,"",13,"",17,"",0,""
4046,202304,F805H,557,"",38,"",11,"",21,"",6,"",0,""
4047,202304,F812H,122,"",5,"",1,"",4,"",0,"",0,""
4048,202304,V217H,797,"",62,"",23,"",20,"",9,"",10,""
4049,202304,N101H,994,"",107,"",44,"",33,"",23,"",7,""
4050,202304,N102H,345,"",23,"",9,"",8,"",4,"",2,""
4051,202304,N121H,291,"",25,"",13,"",7,"",5,"",0,""
4052,202304,N161H,13,"",0,"",0,"",0,"",0,"",0,""
4053,202304,N411H,279,"",12,"",6,"",2,"",3,"",1,""
4054,202304,C206H,254,"",24,"",12,"",9,"",3,"",0,""
4055,202304,C313H,309,"",31,"",6,"",14,"",4,"",7,""
4056,202304,C418H,444,"",31,"",13,"",14,"",4,"",0,""
4057,202304,G107H,569,"",33,"",9,"",14,"",10,"",0,""
4058,202304,G207H,401,"",27,"",12,"",12,"",1,"",2,""
4059,202304,G306H,509,"",56,"",28,"",16,"",2,"",10,""
4060,202304,G405H,651,"",46,"",9,"",26,"",11,"",0,""
4061,202304,G513H,574,"",61,"",13,"",20,"",28,"",0,""
4062,202304,G516H,561,"",31,"",10,"",16,"",3,"",2,""
4063,202304,C121H,60,"",14,"",7,"",1,"",6,"",0,""
4064,202304,H103H,61,"",8,"",3,"",2,"",3,"",0,""
4065,202304,H202H,525,"",45,"",8,"",22,"",15,"",0,""
4066,202304,H212H,51,"",10,"",5,"",1,"",4,"",0,""
4067,202304,H230H,149,"",13,"",3,"",9,"",1,"",0,""
4068,202304,L106H,437,"",60,"",36,"",18,"",6,"",0,""
4069,202304,L302H,535,"",32,"",15,"",5,"",11,"",1,""
4070,202304,L308H,284,"",31,"",10,"",9,"",10,"",2,""
4071,202211,S116H,1135,"",142,"",59,"",28,"",26,"",29,""
4072,202211,S308H,742,"",78,"",40,"",27,"",7,"",4,""
4073,202211,S314H,1167,"",93,"",15,"",46,"",30,"",2,""
4074,202211,S316H,336,"",47,"",26,"",6,"",14,"",1,""
4075,202211,S319H,381,"",51,"",18,"",16,"",16,"",1,""
4076,202304,R103H,238,"",23,"",6,"",5,"",6,"",6,""
4077,202304,Z102H,129,"",7,"",3,"",1,"",3,"",0,""
4078,202304,T101H,823,"",62,"",23,"",20,"",13,"",6,""
4079,202304,T202H,319,"",25,"",6,"",9,"",5,"",5,""
4080,202304,T312H,365,"",30,"",7,"",10,"",11,"",2,""
4081,202304,W107H,89,"",6,"",3,"",2,"",1,"",0,""
4082,202305,D102H,2233,"",112,"",55,"",28,"",29,"",0,""
4083,202305,A111H,529,"",47,"",17,"",19,"",11,"",0,""
4084,202305,A210H,844,"",91,"",27,"",44,"",17,"",3,""
4085,202305,B120H,334,"",25,"",8,"",11,"",6,"",0,""
4086,202305,Y144H,97,"",12,"",5,"",7,"",0,"",0,""
4087,202305,Y146H,1029,"",124,"",38,"",44,"",39,"",3,""
4088,202305,Y177C,145,"",7,"",1,"",6,"",0,"",0,""
4089,202305,F704H,442,"",48,"",7,"",26,"",15,"",0,""
4090,202305,F805H,667,"",41,"",15,"",15,"",11,"",0,""
4091,202305,F812H,199,"",11,"",4,"",4,"",3,"",0,""
4092,202305,V217H,982,"",93,"",36,"",22,"",28,"",7,""
4093,202305,N101H,1271,"",124,"",36,"",53,"",33,"",2,""
4094,202305,N102H,375,"",25,"",10,"",8,"",6,"",1,""
4095,202305,N121H,316,"",24,"",12,"",3,"",9,"",0,""
4096,202305,N161H,10,"",0,"",0,"",0,"",0,"",0,""
4097,202305,N411H,298,"",16,"",6,"",8,"",1,"",1,""
4098,202305,C206H,320,"",15,"",7,"",6,"",0,"",2,""
4099,202305,C313H,374,"",28,"",12,"",13,"",3,"",0,""
4100,202305,C418H,520,"",32,"",19,"",11,"",1,"",1,""
4101,202305,G107H,738,"",54,"",11,"",25,"",16,"",2,""
4102,202305,G207H,469,"",27,"",15,"",12,"",0,"",0,""
4103,202305,G306H,652,"",55,"",28,"",26,"",1,"",0,""
4104,202305,G405H,808,"",54,"",10,"",17,"",27,"",0,""
4105,202305,G513H,623,"",51,"",15,"",17,"",15,"",4,""
4106,202305,G516H,656,"",36,"",15,"",15,"",6,"",0,""
4107,202305,C121H,59,"",8,"",6,"",2,"",0,"",0,""
4108,202305,H103H,45,"",4,"",2,"",1,"",1,"",0,""
4109,202305,H202H,750,"",85,"",14,"",45,"",26,"",0,""
4110,202305,H212H,68,"",14,"",5,"",3,"",6,"",0,""
4111,202305,H230H,306,"",19,"",2,"",11,"",6,"",0,""
4112,202305,L106H,552,"",61,"",39,"",15,"",7,"",0,""
4113,202305,L302H,800,"",68,"",28,"",18,"",20,"",2,""
4114,202305,L308H,409,"",37,"",14,"",11,"",11,"",1,""
4115,202304,S116H,939,"",103,"",45,"",33,"",12,"",13,""
4116,202304,S308H,649,"",56,"",30,"",14,"",12,"",0,""
4117,202304,S314H,738,"",82,"",13,"",32,"",36,"",1,""
4118,202304,S316H,516,"",76,"",42,"",12,"",18,"",4,""
4119,202304,S319H,321,"",31,"",14,"",9,"",8,"",0,""
4120,202305,R103H,248,"",30,"",4,"",3,"",21,"",2,""
4121,202305,Z102H,191,"",12,"",4,"",5,"",3,"",0,""
4122,202305,T101H,983,"",55,"",23,"",18,"",6,"",8,""
4123,202305,T202H,442,"",13,"",5,"",6,"",0,"",2,""
4124,202305,T312H,455,"",30,"",13,"",12,"",0,"",5,""
4125,202305,W107H,100,"",12,"",2,"",9,"",1,"",0,""
4126,202305,S116H,1179,"",118,"",53,"",39,"",15,"",11,""
4127,202305,S308H,677,"",76,"",26,"",36,"",13,"",1,""
4128,202305,S314H,823,"",89,"",19,"",34,"",31,"",5,""
4129,202305,S316H,138,"",13,"",3,"",5,"",5,"",0,""
4130,202305,S319H,969,"",107,"",59,"",21,"",26,"",1,""
4131,202212,S116H,892,"",131,"",47,"",20,"",47,"",17,""
4132,202212,S308H,684,"",96,"",41,"",24,"",28,"",3,""
4133,202212,S314H,862,"",192,"",26,"",44,"",115,"",7,""
4134,202212,S316H,385,"",47,"",23,"",11,"",12,"",1,""
4135,202212,S319H,337,"",78,"",32,"",17,"",29,"",0,""
4136,202301,S116H,956,"",103,"",52,"",20,"",13,"",18,""
4137,202301,S308H,611,"",65,"",32,"",22,"",9,"",2,""
4138,202301,S314H,759,"",95,"",21,"",31,"",39,"",4,""
4139,202301,S316H,509,"",69,"",44,"",15,"",9,"",1,""
4140,202301,S319H,311,"",56,"",21,"",15,"",20,"",0,""
4141,202302,S116H,1027,"",134,"",62,"",31,"",20,"",21,""
4142,202302,S308H,756,"",70,"",36,"",30,"",4,"",0,""
4143,202302,S314H,825,"",96,"",10,"",44,"",41,"",1,""
4144,202302,S316H,492,"",39,"",22,"",6,"",9,"",2,""
4145,202302,S319H,367,"",46,"",15,"",15,"",16,"",0,""
4146,202303,S116H,1218,"",130,"",70,"",31,"",13,"",16,""
4147,202303,S308H,825,"",80,"",48,"",16,"",12,"",4,""
4148,202303,S314H,959,"",161,"",24,"",41,"",90,"",6,""
4149,202303,S316H,650,"",83,"",44,"",19,"",15,"",5,""
4150,202303,S319H,421,"",51,"",19,"",14,"",18,"",0,""
4151,202306,D102H,2364,"",186,"",62,"",33,"",91,"",0,""
4152,202306,A111H,505,"",50,"",12,"",24,"",14,"",0,""
4153,202306,A210H,871,"",82,"",19,"",36,"",24,"",3,""
4154,202306,B120H,306,"",24,"",9,"",4,"",11,"",0,""
4155,202306,Y144H,117,"",18,"",12,"",3,"",2,"",1,""
4156,202306,Y146H,1043,"",115,"",40,"",53,"",18,"",4,""
4157,202306,Y177C,148,"",9,"",1,"",8,"",0,"",0,""
4158,202306,F704H,468,"",49,"",10,"",15,"",24,"",0,""
4159,202306,F805H,697,"",53,"",17,"",19,"",17,"",0,""
4160,202306,F812H,194,"",16,"",3,"",9,"",4,"",0,""
4161,202306,V217H,907,"",67,"",20,"",28,"",16,"",3,""
4162,202306,N101H,1307,"",143,"",37,"",68,"",34,"",4,""
4163,202306,N102H,319,"",13,"",2,"",8,"",2,"",1,""
4164,202306,N121H,254,"",22,"",10,"",7,"",5,"",0,""
4165,202306,N161H,16,"",0,"",0,"",0,"",0,"",0,""
4166,202306,N411H,286,"",21,"",3,"",9,"",8,"",1,""
4167,202306,C206H,348,"",29,"",12,"",14,"",1,"",2,""
4168,202306,C313H,409,"",38,"",14,"",16,"",2,"",6,""
4169,202306,C418H,461,"",27,"",12,"",12,"",3,"",0,""
4170,202306,G107H,690,"",45,"",13,"",19,"",11,"",2,""
4171,202306,G207H,501,"",42,"",17,"",18,"",0,"",7,""
4172,202306,G306H,715,"",55,"",25,"",24,"",0,"",6,""
4173,202306,G405H,856,"",66,"",8,"",24,"",31,"",3,""
4174,202306,G513H,704,"",78,"",21,"",14,"",32,"",11,""
4175,202306,G516H,698,"",50,"",14,"",22,"",7,"",7,""
4176,202306,C121H,55,"",10,"",9,"",0,"",1,"",0,""
4177,202306,H103H,77,"",11,"",4,"",5,"",2,"",0,""
4178,202306,H202H,651,"",38,"",15,"",11,"",12,"",0,""
4179,202306,H212H,51,"",7,"",1,"",2,"",4,"",0,""
4180,202306,H230H,377,"",46,"",8,"",14,"",24,"",0,""
4181,202306,L106H,615,"",65,"",37,"",19,"",7,"",2,""
4182,202306,L302H,801,"",63,"",33,"",16,"",14,"",0,""
4183,202306,L308H,404,"",18,"",3,"",5,"",7,"",3,""
4184,202306,S116H,1077,"",132,"",52,"",45,"",27,"",8,""
4185,202306,S308H,750,"",87,"",32,"",33,"",22,"",0,""
4186,202306,S314H,921,"",113,"",23,"",36,"",52,"",2,""
4187,202306,S316H,613,"",105,"",47,"",11,"",47,"",0,""
4188,202306,S319H,415,"",59,"",23,"",23,"",11,"",2,""
4189,202306,R103H,219,"",19,"",6,"",3,"",6,"",4,""
4190,202306,Z102H,161,"",16,"",8,"",3,"",5,"",0,""
4191,202306,T101H,1041,"",59,"",27,"",18,"",7,"",7,""
4192,202306,T202H,299,"",25,"",6,"",13,"",2,"",4,""
4193,202306,T312H,609,"",39,"",13,"",16,"",8,"",2,""
4194,202306,W107H,115,"",6,"",2,"",4,"",0,"",0,""
4195,202307,D102H,2182,"",104,"",59,"",34,"",11,"",0,""
